Gene_name	S1-d0	S2-d0	S3-d0	S4-d0	S5-d0	S6-d0	S7-d0	S8-d0	S9-d0	S10-d0	S1-d10	S2-d10	S3-d10	S4-d10	S5-d10	S6-d10	S7-d10	S8-d10	S9-d10	S10-d10
Fam107a	2	5	6	6	15	34	52	72	354	216	19	45	28	66	60	63	119	123	275	111
Sdr39u1	277	292	426	476	493	413	518	496	530	563	532	669	474	667	679	470	219	522	616	620
1700030C10Rik	0	19	54	34	0	0	32	74	66	0	0	36	43	37	1	0	8	34	31	0
Pask	431	376	478	637	482	338	481	280	367	233	226	306	150	333	365	97	66	118	135	143
Actrt3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0
Tbc1d24	644	583	963	1223	1513	1087	1166	1433	1770	1781	1010	1262	980	1476	1740	1136	583	1078	1517	1614
6820426E19Rik	0	2	5	5	4	1	0	0	2	1	0	1	4	1	5	0	0	1	1	3
Actrt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upk1b	159	50	218	97	66	175	89	262	223	93	199	104	289	118	68	272	38	171	256	69
Ddias	386	646	503	532	460	222	440	186	176	124	219	319	184	316	418	73	78	98	86	91
Ogfrl1	548	359	501	798	813	885	439	618	1164	1366	856	853	644	820	863	1550	536	1239	1625	1555
Nsdhl	1576	1578	1115	1159	1237	3493	2829	1530	1137	1062	1482	1616	1055	1430	1360	2247	1233	1986	1587	2430
Xpa	333	309	356	478	545	489	521	551	540	586	341	449	256	283	594	455	289	389	394	467
Gm6345	3	0	4	1	7	4	1	4	1	3	2	1	4	3	7	4	0	4	5	7
Tas2r130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs2st1	3558	4587	3344	5013	5006	4072	6582	4238	4974	3994	3489	3646	2486	3539	5385	2061	1404	2319	3282	2491
Tnfrsf23	1095	1512	922	1371	1035	2218	2594	1526	1055	849	1435	983	689	1028	1829	868	253	457	576	794
Tmem18	621	597	981	1227	1225	830	707	954	1281	1293	931	1068	963	1288	1460	864	420	929	1233	1160
Ifrd2	566	527	593	791	786	382	404	274	538	526	506	617	447	624	827	491	180	369	456	456
Yipf4	1120	1179	1272	2003	1916	1262	1476	1276	2313	2015	1822	2125	1584	2250	2592	1697	931	1752	2226	1964
Plcb4	755	1047	725	900	1034	680	812	718	605	524	692	864	610	788	880	451	368	456	687	465
Glb1l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp112	133	110	146	225	185	138	150	205	226	226	150	160	132	234	235	177	80	165	263	215
Smc4	3376	3475	4387	4650	4288	2591	3127	3022	3202	2839	2350	2768	1890	2783	3109	1884	1923	2139	2444	1968
Vcl	27832	41850	25711	32512	34158	22447	30279	23223	21320	18056	25804	25525	17736	23086	31575	12891	6559	12243	13526	13913
Zik1	242	302	283	411	371	167	227	187	216	211	206	192	130	255	201	114	74	124	169	110
Pcdhb7	33	104	74	137	94	59	129	106	185	89	88	256	98	259	123	39	117	107	356	89
Tdrp	60	74	53	78	97	71	56	59	174	102	301	350	285	324	251	505	246	349	461	358
Nudt18	546	546	597	930	1080	685	602	602	769	777	1128	1099	720	971	1395	803	220	487	718	803
Olfr750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt9	26	8	37	32	77	58	6	79	564	948	73	35	42	33	112	903	198	519	770	1688
Agtpbp1	1072	1163	1285	1553	1518	1292	1624	1547	1743	1389	1425	1775	1206	1679	1840	1290	1057	1403	1922	1488
Zbtb43	707	692	702	1014	1145	779	632	803	1100	1051	996	879	743	1041	1106	847	425	784	1120	885
Cyb561	73	99	163	284	186	697	703	906	1841	1503	316	555	396	394	433	786	248	678	1313	856
Gm12371	1	0	0	0	5	2	1	1	4	0	2	2	0	4	2	3	0	0	3	1
Sppl2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mob1b	515	679	560	782	699	422	539	499	544	440	687	714	492	755	877	425	264	407	508	408
Elf4	2377	2093	2262	3279	3463	2763	2978	3153	4414	3550	2648	2449	1859	2535	2914	2533	1216	2256	3001	2540
Defb15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb21	868	895	916	1051	1231	689	735	814	765	776	1084	1072	762	1020	1281	726	296	620	775	757
Mir128-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcf2l	109	249	101	138	102	228	445	225	479	325	41	78	49	92	70	101	48	65	138	104
Defa-ps12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1rb	3	4	0	20	1	1	26	0	117	4	5	15	0	17	4	39	102	5	179	6
Spint3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir130a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdia4	10441	10544	10790	14105	14819	10631	12922	8760	11833	10718	15327	14545	9295	14908	19128	9358	5624	8606	13248	12325
Tmem131l	677	506	654	786	1063	892	839	1135	1649	1545	885	986	757	1020	1177	1220	605	1115	1511	1307
Mir6378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a20a	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc115	618	441	584	1084	1021	530	428	475	923	913	908	967	651	1018	1200	596	362	601	689	780
Mir5122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	1.36	0	0	0	0
Bpgm	894	677	494	789	992	744	563	453	485	559	980	666	455	749	1500	288	179	298	382	395
Amfr	4531	4930	4542	7047	7391	4002	4518	3786	5445	4666	5363	5946	4469	6656	9049	4108	1402	3544	5045	5012
Tbx3os2	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
4930509K18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1034	1	0	0	0	1	0	1	2	4	0	0	0	0	3	0	2	4	1	11	0
Mir1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9833	118	122	111	114	147	84	111	75	53	85	109	117	78	108	144	60	25	74	82	66
4930502E18Rik	0	0	1	2	0	2	3	0	5	3	1	0	0	0	0	5	1	0	1	4
Astx5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddrgk1	1329	1124	1547	1557	1807	1433	1430	1452	1593	1573	1663	2176	1460	1910	2361	2050	972	1570	1797	1897
Tnfsf9	107	105	118	305	137	176	85	113	150	103	155	75	44	79	100	56	15	23	41	33
Dennd4a	4281	3471	3494	4551	5649	5072	4315	3328	5864	5381	4814	5385	3956	4562	5463	4197	2480	3682	4841	3748
Fam84a	36	50	99	71	73	34	60	98	124	116	80	237	269	289	254	446	210	665	993	530
2310022B05Rik	8839	7003	9917	10378	14923	8077	7744	9644	10486	12216	12454	8877	8268	8491	19025	10109	2580	7122	7552	12104
Golph3l	772	811	1028	1288	1481	1418	1337	1544	1689	1709	1151	1254	950	1321	1493	1243	924	1396	1786	1602
Slfn3	36	13	14	33	39	80	15	35	37	76	34	22	16	28	54	42	16	58	34	65
Gm5591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a10	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	1	0	1	1	0
Snora17	0	0	0	0	1	4	0	1	0	1	0	0	0	0	0	0	0	0	1	4
Cep97	247	285	347	561	609	211	286	351	671	538	350	433	263	575	653	278	182	203	547	350
Igsf5	0	2	1	2	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	2
Lclat1	2967	3867	2395	3506	3448	2208	2860	2278	2577	2241	3011	2762	1886	2575	4158	1402	1051	1442	2255	1868
Pstk	330	391	404	566	473	309	392	405	452	413	359	441	280	474	546	310	165	291	356	391
Chat	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Aqp4	3	6	9	20	23	1	8	11	42	44	17	40	37	34	40	42	55	54	41	41
Prr3	549	580	726	908	866	597	764	813	809	751	658	909	603	897	987	527	272	448	711	628
Actn4	27672	31393	23517	28135	28901	21818	25632	20374	21733	20674	24512	21646	14040	19474	31936	16276	6084	13378	15033	16481
Ppil3	494	559	558	772	735	537	679	525	719	668	547	618	390	679	845	421	213	412	641	489
Atg2a	1771	1730	1673	1845	2091	2121	2421	2506	2496	2145	2435	2485	1821	2288	2701	2762	907	1950	2572	2412
Scd2	49253	54943	42796	43931.15	43489	72546	69020	42186	23019	19515	64747	48412.13	37070	49757	65948	55242	16285	35247.41	31450	53184
Cmtm7	1546	1481	1363	2029	1965	1517	1485	1462	1719	1449	1734	1436	975	1213	1886	1349	328	1058	1287	1490
Dhx38	2329	1841	2172	2739	3021	2246	2310	2453	2387	2254	2477	2609	1878	2237	3382	1792	860	1730	1840	2047
Mir8114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54	0	0	0
Mir191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankdd1b	0	0	1	1	0	0	1	0	0	0	3	2	0	2	4	1	0	0	1	4
Il19	1	1	2	1	2	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0
Azgp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Khdc1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harbi1	266	237	324	428	460	269	261	317	422	385	332	368	228	411	478	285	124	228	413	323
Alox5	178	42	91	237	119	131	43	98	204	161	273	248	182	206	259	239	33	196	456	477
Rnft2	130	104	135	156	181	156	202	168	228	205	143	197	111	193	261	223	116	230	365	298
Mtus1	3212	4469	2580	4093	5237	2622	3487	3104	4228	4417	5132	6120	3715	5333	5604	3412	2750	4171	5516	5157
Gtf3c1	5740	6198	5831	6627	6901	5420	7096	6211	5628	4734	6103	6925	4446	6310	7935	4820	2060	3514	5058	4517
Ndufa9	1876	1602	1879	3001	2800	2358	2132	2017	2390	2188	2161	2944	2178	3334	3126	2457	1013	2298	2631	2748
Ssh2	2478	1384	1776	3499	4987	2612	2041	2382	4620	4424	4864	5606	4765	5313	5576	4514	2446	4066	5572	4341
Rnf180	155	34	66	117	238	190	100	163	148	217	218	171	123	200	212	117	37	173	109	147
Klc2	940	1115	976	1106	1166	810	962	815	811	786	1082	1211	816	1038	1358	875	342	793	831	899
Map1lc3b	3765	3676	4260	6428	6978	6731	6638	7596	10474	9236	5892	6228	4193	6162	8697	7706	3123	5765	8568	8075
Gm32865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpc1	1059	1124	1048	1232	1290	989	1104	996	995	991	907	910	688	905	1260	795	514	895	933	818
Ccdc94	217	187	242	291	281	232	251	263	234	287	237	245	204	223	323	277	107	219	251	233
Atp4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golga2	3773	3869	4145	4786	5314	4499	5046	4642	4521	4321	4723	5623	3661	5003	6576	3898	1868	3355	3996	4213
Clec4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phtf1os	9	8	27	22	18	20	21	36	49	30	15	14	16	23	32	7	24	28	37	40
Gypa	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Arap1	4962	2859	3893	5628	9247	8180	7003	6884	11427	10568	7133	5847	4476	5347	7793	7972	2679	5147	8023	7003
Lcn10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etaa1	298	324	335	432	456	288	330	255	359	368	247	220	175	282	302	212	155	233	272	221
Gm30223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab34	2953	3255	3358	4641	4399	3878	4444	4168	4753	4233	3466	4203	2911	4152	5060	3697	1305	3024	4407	4156
Gli3	3234	3245	4616	4825	5452	4088	5882	6593	4993	4242	3034	4922	3212	4263	4833	2004	1612	2480	3343	2994
Rbl1	867	667	810	987	903	691	683	591	608	555	474	521	299	496	618	374	242	289	320	378
Egfem1	0	0	0	0	1	1	0	0	2	0	1	0	1	0	0	1	0	0	0	3
Gal3st2	0	1	8	0	0	0	0	1	2	6	2	0	6	0	9	0	0	0	0	13
Olfr273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2h5	1011	878	1036	1647	1494	1281	1321	1075	1641	1532	1151	1449	871	1448	1727	1145	493	1118	1405	1462
Gimap7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpi	726	700	697	895	877	829	856	613	731	702	738	796	527	687	997	552	250	412	549	537
Tmem116	2	0	3	4	3	3	3	2	9	11	12	8	10	10	18	25	1	15	17	14
Tlx3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm572	1	1	0	0	3	3	0	0	7	8	5	4	1	7	6	5	0	3	9	11
Myl7	0	1	1	2	1	3	1	1	2	0	1	0	1	0	0	0	1	1	8	1
4933412E12Rik	192	248	233	268	256	219	297	347	360	298	243	227	144	200	314	150	126	176	317	241
Apoc3	0	0	0	0	0	0	1	0	0	0	7	1	5	3	6	55	6	17	8	11
Ccdc39	55	38	68	70	78	52	44	115	75	71	83	107	60	101	116	56	68	74	130	89
Thbs4	477	717	2270	2760	1411	616	2106	2330	6545	5704	3363	5778	3658	3393	3241	4024	6324	6808	5286	5075
Rbm42	2160	2043	2254	2882	2687	2148	2387	2115	2471	2175	2197	2410	1613	2077	2845	2137	736	1590	1982	2076
Catsper1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl3l	0	0	0	2	2	1	0	0	0	0	7	8	6	7	1	2	0	0	0	2
Neurl2	136	139	172	209	198	114	100	158	174	157	251	189	131	174	293	231	35	161	159	220
Ubxn6	1330	1212	1350	1923	1903	1802	1897	1905	2284	2051	1633	1916	1295	1874	2361	2049	694	1614	1950	2099
Agbl3	87	96	118	167	156	112	145	151	307	230	112	218	161	231	198	235	105	205	346	281
Oas1a	386	43	127	156	536	1071	153	867	280	489	372	179	214	278	331	612	94	432	253	521
Cyp2b19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp41	295	254	464	635	589	450	454	603	588	529	344	405	266	466	532	327	152	298	467	318
Mdn1	2206	2633	2094	2654	3673	1291	1561	1439	2368	2225	2448	2477	2093	2748	2945	1446	900	1402	2132	1672
Xpo7	2419	2423	2564	3123	3607	2069	2250	2278	2709	2479	2544	2830	2054	2923	3416	1966	1152	1761	2430	2118
Fbxl21	42	30	59	42	28	44	39	74	45	45	51	66	48	58	92	76	21	96	79	103
Pqlc2	373	296	308	443	562	405	390	361	658	609	409	404	312	390	541	600	165	463	551	655
Cdk5rap1	201	186	198	319	356	234	210	210	293	303	263	247	156	280	342	273	102	201	272	305
Tmem80	278	213	331	433	450	260	280	292	453	419	366	415	306	595	590	349	151	332	606	541
Gm28043	142.24	151.48	187.12	179.34	251.4	193.28	169.27	231.12	218.71	172.27	124.31	205.38	146.17	227.6	203.29	143.79	85.2	163.66	119.8	178
Ube2q1	2592	2296	2590	3202	3591	2833	2843	2813	3189	3003	2815	3069	2058	2804	3876	2503	1291	2235	2582	2644
Pramef6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs2os	16	24	17	14	19	12	10	11	11	7	13	0	2	1	17	5	0	0	2	7
Wwp1	2380	1757	1790	3288	6073	2632	1886	2025	6386	7181	8482	6088	5827	7069	8047	8320	3107	6331	7792	8966
Mup6	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	4	1	0	1
Rab25	1	1	2	0	0	3	0	2	0	0	0	4	1	0	2	0	2	2	0	3
Tnfsf12	787.16	596.58	783.1	1216.35	1269.63	1644.48	1424.43	1576.15	2423.9	2218.22	1179.01	1285.71	797.01	1106.61	1400.22	2190.64	809.68	1740.23	2455.12	2514.93
Apip	434	340	447	621	628	483	432	398	593	622	484	630	412	726	780	512	260	529	570	560
2700038G22Rik	42	49	67	64	105	15	34	39	38	38	31	47	37	37	57	20	5	32	28	25
4930557J02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhac2	325.95	236.71	547.97	510.72	600.58	693.35	600.19	619.32	735.02	653.27	344.29	444.37	284.14	368.26	504.01	83.07	136.84	208.14	375.64	258.62
4933412O06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf3	571	905	1859	1585	1295	1483	2630	4029	2986	2024	915	2140	1732	1712	1403	1157	1513	2244	2566	1419
Gabra4	78	89	51	54	85	34	62	30	26	31	62	47	33	31	42	23	8	16	33	17
Gm4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930001A20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmo7	1626	1318	2369	2219	2827	899	1219	1188	1953	1860	1162	1475	911	1393	2662	296	367	464	480	1055
AI606473	13	5	7	11	26	12	6	13	19	18	12	12	11	6	44	58	15	38	29	19
Tet1	320	297	595	647	751	349	361	556	601	569	595	1390	999	1638	961	345	310	434	680	531
4930534H03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhah	5043	5506	4864	6507	6397	4294	5289	4261	5819	5012	4335	4847	3232	4325	5926	3428	1840	3187	3397	3433
Slc22a6	0	0	1	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0
Mir6540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap2s1	2743	2043	2368	3670	3728	3770	3027	2827	4271	4059	3117	3272	2146	3062	4191	3059	774	2897	3117	3629
Ttc9c	1404	1453	1550	2126	2119	1297	1309	1252	1527	1357	1173	1392	989	1631	1812	999	657	955	1259	1081
Eif1ad	865	732	869	1099	1150	592	630	588	832	763	814	955	710	1017	1191	637	259	635	645	714
Pou4f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933433F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan7	308	390	354	401	490	318	587	332	508	428	370	657	566	620	632	337	255	362	490	327
Rtn4	17089	20863	14655	19016	17976	14885	15995	13682	16068	12712	15251	15237	11205	15434	21660	12113	5817	11302	13929	14198
Ubr7	1423	1339	1600	2357	2367	1480	1648	1475	2133	2034	1506	1540	1070	1827	2240	1376	596	1249	1749	1532
Ces2g	31	9	39	13	27	60	23	87	184	104	61	63	85	64	59	199	141	276	531	212
D630033O11Rik	1	3	0	0	0	2	3	2	0	1	0	1	0	0	0	1	0	0	0	1
Uqcrb	1476	1414	1516	1713	2060	1644	1640	1486	1597	1628	2039	2802	1979	2399	2483	1762	1453	2080	1889	2013
Ifnl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helb	804	569	940	1206	1154	981	946	1133	1707	1332	877	1123	740	1095	1130	801	488	861	1102	917
Camsap1	2227	2508	2316	2683	3210	1521	2004	1853	2230	1758	2183	2278	1669	2324	2763	1523	762	1179	1885	1597
Crabp1	2028	2306	2432	3348	2686	9409	11894	12556	3948	3313	270	552	283	374	546	1462	1150	1196	3548	1491
Zfp747	278	213	305	337	366	283	301	375	395	366	289	296	228	313	398	248	123	227	338	237
Olfr571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glmp	3062	2390	2787	4101	4450	5263	4959	5341	6409	5733	3739	3814	2542	3563	4896	5364	1813	4468	6034	6188
Gm10336	561	488	495	742	954	495	527	523	727	657	732	724	637	853	871	473	367	544	771	699
Zhx2	747	998	909	1107	994	666	725	914	870	870	807	1164	748	1084	1319	740	422	672	921	971
Casq2	3	2	5	9	8	9	16	12	52	55	11	18	15	22	7	61	29	35	72	128
Btla	0	0	0	0	1	1	2	2	1	0	1	1	4	7	16	1	1	0	2	5
Smarca1	424	436	818	1116	1040	1341	1734	1720	2082	1909	653	1171	804	1089	1011	1115	1251	1411	1791	1442
Trmo	81	112	106	140	148	122	111	87	159	114	109	109	96	107	121	92	40	70	109	93
Jpt1	3210	3157	2931	3993	3804	3014	3056	2447	2595	2318	2209	1930	1227	2024	3235	1567	433	1354	1553	1691
Antxr2	2380	1700	2143	2848	3780	2140	1960	2202	3095	3030	3649	3023	2346	3260	4619	3553	1387	3037	3898	4016
Krtap19-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipal2	33	41	57	76	33	64	132	113	160	105	56	91	62	117	114	73	79	91	155	90
Bmpr2	5265	6582	5268	6606	7465	4719	5622	5172	6528	5720	6934	7565	5852	7206	9053	4699	3219	4475	5994	4890
N4bp2l2	1282	1360	1318	2102	2114	1488	1530	1480	1947	1849	1708	1863	1330	2154	2540	1311	958	1439	1890	1662
Pga5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1galt1c1	369	476	438	602	576	525	522	491	837	743	539	529	408	655	728	607	426	665	747	727
Gm10436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car4	0	0	0	0	0	0	0	0	0	0	12	4	4	4	7	28	4	11	7	10
Ctcfl	0	1	0	0	0	0	0	0	0	0	2	6	4	5	1	3	2	5	0	0
Sel1l3	39	10	40	42	64	19	7	44	65	69	67	24	55	29	31	87	19	158	66	69
Fam160b1	1893	1936	1895	2523	2850	2159	2341	2149	2737	2576	2326	2462	1788	2419	3266	2169	1055	1714	2692	2491
Fam43b	0	3	0	0	1	0	1	2	0	0	1	0	1	3	4	1	2	1	0	0
C920006O11Rik	48	37	54	68	65	58	55	61	82	86	78	77	65	82	141	68	39	74	133	106
Utp23	309	322	422	552	578	307	374	384	514	436	374	461	306	521	645	321	163	273	391	338
Gpatch4	579	540	517	625	675	366	388	350	409	473	420	494	317	392	536	353	269	316	398	369
A830029E22Rik	1	7	5	4	1	0	6	0	0	0	1	3	0	0	1	0	4	1	1	0
Anxa1	11423	12591	11369	11734	15531	19666	17892	20416	22783	26398	10538	8613	6924	9082	16278	14834	6887	14706	19251	17377
Fndc7	8	1	4	16	10	7	9	4	7	7	6	7	3	9	9	11	6	11	7	17
Xlr3a	9	5	6	6	11	6	6	0	7	6	19	12	7	9	11	10	5	6	9	9
Appl1	2012	2490	2261	3096	3259	2003	2373	2184	2487	2409	2137	2627	2230	2885	3406	1697	1135	1815	2410	2061
Olfr1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930515G16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif24	217	150	202	194	157	156	157	108	114	88	96	136	71	106	128	97	56	74	60	70
Reg3a	0	0	0	0	0	0	0	2	5	4	0	0	0	0	0	1	0	0	0	0
Ms4a10	0	0	2	0	0	1	7	1	3	2	1	0	0	1	8	1	1	0	0	3
Gm11554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basp1	7749	10733	8055	10357	9162	8065	10560	8470	8563	6704	5610	6254	3466	4543	7912	4765	3150	3897	4793	4779
Olfr1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh3b2	0	9	0	0	0	0	2	0	1	0	78	111	91	131	27	1348	337	529	328	486
Tigit	0	1	0	0	0	0	1	2	0	0	1	0	0	1	2	0	0	0	1	0
0610010B08Rik	4	1	6	10	7	7	3	5	13	12	8	8	4	13	6	5	0	3	9	11
St7l	526	522	560	922	984	554	626	539	845	821	728	840	610	911	1209	686	367	618	787	797
Odaph	13	37	2	16	2	4	8	7	3	1	1	3	0	4	6	0	3	1	4	2
Pou5f1-rs6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adsl	1350	1297	1419	1824	1888	1127	1318	1193	1501	1448	1115	1508	1014	1393	1646	1217	492	1101	1529	1298
Tmsb15b2	1.08	2.69	1.08	6.25	5.7	2.11	6.65	5.09	4.67	4	3.37	0	3.68	5.32	9.48	1.18	1.45	2.81	0	1.8
Stx1b	28	25	70	67	70	33	64	122	42	61	50	94	61	60	61	50	46	59	89	94
Thtpa	686	593	877	1057	976	832	810	910	1136	1090	868	1079	769	1139	1249	933	341	711	1056	991
Cnpy4	1208	1249	1525	2055	1934	1778	1954	1776	1968	1831	1556	1595	974	1642	2545	1135	633	1144	1692	1634
Kcnd3os	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Zfr	4340	5283	4793	6696	6973	3810	4581	4385	6749	6028	5887	7654	5143	7565	8753	4478	3893	4530	6106	4925
Rnf130	1399	834	1217	2348	3433	1759	1116	1489	3793	3900	3108	2987	2529	3369	4084	3075	1139	3168	3820	4118
Cyth4	2173	422	911	2146	3454	1299	301	777	1445	1796	2774	2096	2018	2297	2965	1289	295	1215	1299	1688
9430060I03Rik	8	6	5	12	8	11	13	9	9	7	5	13	5	12	14	10	5	8	23	14
Mrps36	380	344	320	406	376	403	435	373	346	319	402	536	368	452	434	408	215	358	334	323
Foxo3	1335	1274	1507	1765	1805	2510	2630	3739	3522	3553	2314	2229	1823	2024	2619	3344	1339	3021	3067	2930
Olfr1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1rn	2474	2248	4477	5455	2424	3915	9637	12333	24077	9363	1998	3420	1844	4692	5005	1665	4880	4744	9378	2495
Kcnc2	1	2	3	3	14	0	2	3	12	14	36	101	43	116	77	16	25	42	50	47
Tceal5	4	11	6	5	18	3	7	6	13	3	11	22	5	7	7	9	9	6	6	4
Dgat1	499	544	518	741	707	568	653	583	571	541	1704	2568	1969	2606	1867	1770	764	1757	1368	1835
Ube2d1	947	955	1047	1241	1235	978	1046	1143	1150	994	1044	1137	835	1029	1300	879	576	762	961	911
Negr1	54	66	137	133	213	96	149	119	270	206	286	832	402	747	450	641	1026	583	1330	997
Mymx	0	1	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	1
Ppp1r13b	733	692	793	808	1155	789	984	970	877	845	809	1011	789	982	1208	794	340	507	598	620
Hist2h2aa1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Tmem50b	888	923	863	1445	1354	829	793	680	1423	1322	1313	1306	949	1377	1735	1071	397	864	1089	1230
H2-T-ps	25	3	10	3	19	14	1	12	2	11	32	16	17	5	29	13	1	10	1	8
Pan2	670	609	732	875	1041	821	700	908	1182	1315	757	956	726	874	1153	895	465	834	999	1000
Nrgn	3	15	7	7	8	4	32	4	1	4	2	34	10	26	9	6	1	4	3	2
Ints14	1355	1246	1416	1760	1829	1425	1527	1357	1641	1555	1393	1602	1136	1568	1956	1280	671	1140	1510	1309
Ankrd22	0	0	0	0	0	0	0	0	1	0	4	0	4	3	2	1	0	0	2	0
